day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2411,249,12,,,,,,,,,,,,,,,,,1240.0,,
2412,249,12,,,,,,,,,,,,,,,,,1241.0,,
2413,249,12,,,,,,,,,,,,,,,,,1241.0,,
2414,249,12,,,,,,,,,,,,,,,,,1240.0,,
2415,249,12,,,,,,,,,,,,,,,,,1240.0,,
2416,249,12,,,,,,,,,,,,,,,,,1241.0,,
2417,249,12,,,,,,,,,,,,,,,,,1241.0,,
2418,249,12,,,,,,,,,,,,,,,,,1241.0,,
2419,249,12,,,,,,,,,,,,,,,,,1241.0,,
2420,249,12,,,,,,,,,,,,,,,,,1241.0,,
2421,249,10,,,,,,,,,,,,,,,,,1244.0,,
2422,249,10,,,,,,,,,,,,,,,,,1244.0,,
2423,249,10,,,,,,,,,,,,,,,,,1244.0,,
2424,249,10,,,,,,,,,,,,,,,,,1244.0,,
2425,249,10,,,,,,,,,,,,,,,,,1244.0,,
2426,249,10,,,,,,,,,,,,,,,,,1244.0,,
2427,249,10,,,,,,,,,,,,,,,,,1244.0,,
2428,249,10,,,,,,,,,,,,,,,,,1243.0,,
2429,249,10,,,,,,,,,,,,,,,,,1243.0,,
2430,249,10,,,,,,,,,,,,,,,,,1243.0,,
2431,249,10,,,,,,,,,,,,,,,,,1243.0,,
2432,249,10,,,,,,,,,,,,,,,,,1244.0,,
2433,251,10,,,,,,,,,,,,,,,,,1241.0,,
2434,251,10,,,,,,,,,,,,,,,,,1241.0,,
2435,251,10,,,,,,,,,,,,,,,,,1241.0,,
2436,251,10,,,,,,,,,,,,,,,,,1241.0,,
2437,251,10,,,,,,,,,,,,,,,,,1241.0,,
2438,251,10,,,,,,,,,,,,,,,,,1241.0,,
2439,251,10,,,,,,,,,,,,,,,,,1240.0,,
2440,252,10,,,,,,,,,,,,,,,,,1240.0,,
2441,252,10,,,,,,,,,,,,,,,,,1239.0,,
2442,252,10,,,,,,,,,,,,,,,,,1239.0,,
2443,252,10,,,,,,,,,,,,,,,,,1239.0,,
2444,252,10,,,,,,,,,,,,,,,,,1239.0,,
2445,252,10,,,,,,,,,,,,,,,,,1239.0,,
2446,252,10,,,,,,,,,,,,,,,,,1239.0,,
2447,252,10,,,,,,,,,,,,,,,,,1239.0,,
2448,252,10,,,,,,,,,,,,,,,,,1240.0,,
2449,252,10,,,,,,,,,,,,,,,,,1239.0,,
2450,252,10,,,,,,,,,,,,,,,,,1239.0,,
2451,252,10,,,,,,,,,,,,,,,,,1239.0,,
2452,252,10,,,,,,,,,,,,,,,,,1239.0,,
2453,252,10,,,,,,,,,,,,,,,,,1239.0,,
2454,252,10,,,,,,,,,,,,,,,,,1239.0,,
2455,252,10,,,,,,,,,,,,,,,,,1238.0,,
2456,252,10,,,,,,,,,,,,,,,,,1239.0,,
2457,252,10,,,,,,,,,,,,,,,,,1239.0,,
2458,252,10,,,,,,,,,,,,,,,,,1239.0,,
2459,252,10,,,,,,,,,,,,,,,,,1239.0,,
2460,252,10,,,,,,,,,,,,,,,,,1239.0,,
2461,252,10,,,,,,,,,,,,,,,,,1238.0,,
2462,252,10,,,,,,,,,,,,,,,,,1238.0,,
2463,252,10,,,,,,,,,,,,,,,,,1238.0,,
2464,252,10,,,,,,,,,,,,,,,,,1237.0,,
2465,252,10,,,,,,,,,,,,,,,,,1237.0,,
2466,252,10,,,,,,,,,,,,,,,,,1237.0,,
2467,252,10,,,,,,,,,,,,,,,,,1237.0,,
2468,252,10,,,,,,,,,,,,,,,,,1237.0,,
2469,252,10,,,,,,,,,,,,,,,,,1236.0,,
2470,252,10,,,,,,,,,,,,,,,,,1237.0,,
2471,252,10,,,,,,,,,,,,,,,,,1237.0,,
2472,252,10,,,,,,,,,,,,,,,,,1237.0,,
2473,252,10,,,,,,,,,,,,,,,,,1237.0,,
2474,252,10,,,,,,,,,,,,,,,,,1237.0,,
2475,252,10,,,,,,,,,,,,,,,,,1237.0,,
2476,252,10,,,,,,,,,,,,,,,,,1237.0,,
2477,252,10,,,,,,,,,,,,,,,,,1236.0,,
2478,252,10,,,,,,,,,,,,,,,,,1236.0,,
2479,252,10,,,,,,,,,,,,,,,,,1236.0,,
2480,253,10,,,,,,,,,,,,,,,,,1241.0,,
2481,253,10,,,,,,,,,,,,,,,,,1241.0,,
2482,253,10,,,,,,,,,,,,,,,,,1240.0,,
2483,253,10,,,,,,,,,,,,,,,,,1240.0,,
2484,253,10,,,,,,,,,,,,,,,,,1241.0,,
2485,254,10,,,,,,,,,,,,,,,,,1242.0,,
2486,254,10,,,,,,,,,,,,,,,,,1242.0,,
2487,254,10,,,,,,,,,,,,,,,,,1242.0,,
2488,253,10,,,,,,,,,,,,,,,,,1245.0,,
2489,253,10,,,,,,,,,,,,,,,,,1245.0,,
2490,254,10,,,,,,,,,,,,,,,,,1246.0,,
2491,254,10,,,,,,,,,,,,,,,,,1246.0,,
2492,254,10,,,,,,,,,,,,,,,,,1246.0,,
2493,254,10,,,,,,,,,,,,,,,,,1246.0,,
2494,254,10,,,,,,,,,,,,,,,,,1246.0,,
2495,254,10,,,,,,,,,,,,,,,,,1244.0,,
2496,256,10,,,,,,,,,,,,,,,,,1244.0,,
2497,256,10,,,,,,,,,,,,,,,,,1244.0,,
2498,256,10,,,,,,,,,,,,,,,,,1244.0,,
2499,256,10,,,,,,,,,,,,,,,,,1246.0,,
2500,256,10,,,,,,,,,,,,,,,,,1246.0,,
2501,256,10,,,,,,,,,,,,,,,,,1246.0,,
2502,257,10,,,,,,,,,,,,,,,,,1246.0,,
2503,257,10,,,,,,,,,,,,,,,,,1246.0,,
2504,258,10,,,,,,,,,,,,,,,,,1246.0,,
2505,258,10,,,,,,,,,,,,,,,,,1246.0,,
2506,258,10,,,,,,,,,,,,,,,,,1247.0,,
2507,258,10,,,,,,,,,,,,,,,,,1247.0,,
2508,258,10,,,,,,,,,,,,,,,,,1247.0,,
2509,258,10,,,,,,,,,,,,,,,,,1247.0,,
2510,258,10,,,,,,,,,,,,,,,,,1246.0,,
2511,258,10,,,,,,,,,,,,,,,,,1246.0,,
2512,258,10,,,,,,,,,,,,,,,,,1246.0,,
2513,258,10,,,,,,,,,,,,,,,,,1246.0,,
2514,258,10,,,,,,,,,,,,,,,,,1246.0,,
2515,258,10,,,,,,,,,,,,,,,,,1245.0,,
2516,258,10,,,,,,,,,,,,,,,,,1244.0,,
2517,258,10,,,,,,,,,,,,,,,,,1244.0,,
2518,258,10,,,,,,,,,,,,,,,,,1244.0,,
2519,258,10,,,,,,,,,,,,,,,,,1244.0,,
2520,258,10,,,,,,,,,,,,,,,,,1244.0,,
2521,258,10,,,,,,,,,,,,,,,,,1244.0,,
2522,258,10,,,,,,,,,,,,,,,,,1244.0,,
2523,258,10,,,,,,,,,,,,,,,,,1244.0,,
2524,258,10,,,,,,,,,,,,,,,,,1244.0,,
2525,258,10,,,,,,,,,,,,,,,,,1244.0,,
2526,258,10,,,,,,,,,,,,,,,,,1244.0,,
2527,258,10,,,,,,,,,,,,,,,,,1246.0,,
2528,258,10,,,,,,,,,,,,,,,,,1246.0,,
2529,258,10,,,,,,,,,,,,,,,,,1247.0,,
2530,259,10,,,,,,,,,,,,,,,,,1247.0,,
2531,259,10,,,,,,,,,,,,,,,,,1247.0,,
2532,259,10,,,,,,,,,,,,,,,,,1247.0,,
2533,259,10,,,,,,,,,,,,,,,,,1247.0,,
2534,259,10,,,,,,,,,,,,,,,,,1248.0,,
2535,259,10,,,,,,,,,,,,,,,,,1248.0,,
2536,260,10,,,,,,,,,,,,,,,,,1248.0,,
2537,260,10,,,,,,,,,,,,,,,,,1248.0,,
2538,260,10,,,,,,,,,,,,,,,,,1248.0,,
2539,260,10,,,,,,,,,,,,,,,,,1248.0,,
2540,260,10,,,,,,,,,,,,,,,,,1251.0,,
2541,260,10,,,,,,,,,,,,,,,,,1251.0,,
2542,260,10,,,,,,,,,,,,,,,,,1250.0,,
2543,260,10,,,,,,,,,,,,,,,,,1250.0,,
2544,260,10,,,,,,,,,,,,,,,,,1250.0,,
2545,260,10,,,,,,,,,,,,,,,,,1250.0,,
2546,260,10,,,,,,,,,,,,,,,,,1250.0,,
2547,262,10,,,,,,,,,,,,,,,,,1250.0,,
2548,262,10,,,,,,,,,,,,,,,,,1251.0,,
2549,262,10,,,,,,,,,,,,,,,,,1251.0,,
2550,263,10,,,,,,,,,,,,,,,,,1252.0,,
2551,263,10,,,,,,,,,,,,,,,,,1252.0,,
2552,263,10,,,,,,,,,,,,,,,,,1252.0,,
2553,263,10,,,,,,,,,,,,,,,,,1252.0,,
2554,263,10,,,,,,,,,,,,,,,,,1252.0,,
2555,263,10,,,,,,,,,,,,,,,,,1251.0,,
2556,263,10,,,,,,,,,,,,,,,,,1251.0,,
2557,263,10,,,,,,,,,,,,,,,,,1251.0,,
2558,263,10,,,,,,,,,,,,,,,,,1251.0,,
2559,263,10,,,,,,,,,,,,,,,,,1251.0,,
2560,263,10,,,,,,,,,,,,,,,,,1252.0,,
2561,263,10,,,,,,,,,,,,,,,,,1252.0,,
2562,263,10,,,,,,,,,,,,,,,,,1252.0,,
2563,263,10,,,,,,,,,,,,,,,,,1252.0,,
2564,263,10,,,,,,,,,,,,,,,,,1251.0,,
2565,263,10,,,,,,,,,,,,,,,,,1251.0,,
2566,263,10,,,,,,,,,,,,,,,,,1250.0,,
2567,263,10,,,,,,,,,,,,,,,,,1250.0,,
2568,263,10,,,,,,,,,,,,,,,,,1250.0,,
2569,263,10,,,,,,,,,,,,,,,,,1250.0,,
2570,263,10,,,,,,,,,,,,,,,,,1251.0,,
2571,263,10,,,,,,,,,,,,,,,,,1251.0,,
2572,263,10,,,,,,,,,,,,,,,,,1251.0,,
2573,263,10,,,,,,,,,,,,,,,,,1251.0,,
2574,263,10,,,,,,,,,,,,,,,,,1251.0,,
2575,263,10,,,,,,,,,,,,,,,,,1251.0,,
2576,263,10,,,,,,,,,,,,,,,,,1251.0,,
2577,263,10,,,,,,,,,,,,,,,,,1251.0,,
2578,263,10,,,,,,,,,,,,,,,,,1251.0,,
2579,263,10,,,,,,,,,,,,,,,,,1251.0,,
2580,263,10,,,,,,,,,,,,,,,,,1251.0,,
2581,263,10,,,,,,,,,,,,,,,,,1250.0,,
2582,263,10,,,,,,,,,,,,,,,,,1250.0,,
2583,262,10,,,,,,,,,,,,,,,,,1250.0,,
2584,262,10,,,,,,,,,,,,,,,,,1249.0,,
2585,262,10,,,,,,,,,,,,,,,,,1249.0,,
2586,262,10,,,,,,,,,,,,,,,,,1249.0,,
2587,262,10,,,,,,,,,,,,,,,,,1249.0,,
2588,262,10,,,,,,,,,,,,,,,,,1249.0,,
2589,262,10,,,,,,,,,,,,,,,,,1249.0,,
2590,262,10,,,,,,,,,,,,,,,,,1249.0,,
2591,262,10,,,,,,,,,,,,,,,,,1249.0,,
2592,262,10,,,,,,,,,,,,,,,,,1249.0,,
2593,262,10,,,,,,,,,,,,,,,,,1249.0,,
2594,262,10,,,,,,,,,,,,,,,,,1249.0,,
2595,262,10,,,,,,,,,,,,,,,,,1249.0,,
2596,262,10,,,,,,,,,,,,,,,,,1248.0,,
2597,262,10,,,,,,,,,,,,,,,,,1248.0,,
2598,262,10,,,,,,,,,,,,,,,,,1248.0,,
2599,262,10,,,,,,,,,,,,,,,,,1248.0,,
2600,263,8,,,,,,,,,,,,,,,,,1252.0,,
2601,263,8,,,,,,,,,,,,,,,,,1255.0,,
2602,263,8,,,,,,,,,,,,,,,,,1255.0,,
2603,263,8,,,,,,,,,,,,,,,,,1255.0,,
2604,263,8,,,,,,,,,,,,,,,,,1255.0,,
2605,263,8,,,,,,,,,,,,,,,,,1254.0,,
2606,263,8,,,,,,,,,,,,,,,,,1254.0,,
2607,263,8,,,,,,,,,,,,,,,,,1254.0,,
2608,263,8,,,,,,,,,,,,,,,,,1254.0,,
2609,263,8,,,,,,,,,,,,,,,,,1254.0,,
2610,262,8,,,,,,,,,,,,,,,,,1257.0,,
2611,262,8,,,,,,,,,,,,,,,,,1256.0,,
2612,262,8,,,,,,,,,,,,,,,,,1256.0,,
2613,262,8,,,,,,,,,,,,,,,,,1256.0,,
2614,262,8,,,,,,,,,,,,,,,,,1255.0,,
2615,262,8,,,,,,,,,,,,,,,,,1255.0,,
2616,263,8,,,,,,,,,,,,,,,,,1255.0,,
2617,263,8,,,,,,,,,,,,,,,,,1255.0,,
2618,263,8,,,,,,,,,,,,,,,,,1255.0,,
2619,262,8,,,,,,,,,,,,,,,,,1258.0,,
2620,262,8,,,,,,,,,,,,,,,,,1262.0,,
2621,262,8,,,,,,,,,,,,,,,,,1262.0,,
2622,262,8,,,,,,,,,,,,,,,,,1262.0,,
2623,262,8,,,,,,,,,,,,,,,,,1262.0,,
2624,262,8,,,,,,,,,,,,,,,,,1262.0,,
2625,262,8,,,,,,,,,,,,,,,,,1260.0,,
2626,262,8,,,,,,,,,,,,,,,,,1260.0,,
2627,262,8,,,,,,,,,,,,,,,,,1260.0,,
2628,262,8,,,,,,,,,,,,,,,,,1262.0,,
2629,262,8,,,,,,,,,,,,,,,,,1262.0,,
2630,262,8,,,,,,,,,,,,,,,,,1262.0,,
2631,262,8,,,,,,,,,,,,,,,,,1262.0,,
2632,262,8,,,,,,,,,,,,,,,,,1263.0,,
2633,262,8,,,,,,,,,,,,,,,,,1263.0,,
2634,262,8,,,,,,,,,,,,,,,,,1263.0,,
2635,262,8,,,,,,,,,,,,,,,,,1263.0,,
2636,262,8,,,,,,,,,,,,,,,,,1263.0,,
2637,262,8,,,,,,,,,,,,,,,,,1263.0,,
2638,262,8,,,,,,,,,,,,,,,,,1263.0,,
2639,262,8,,,,,,,,,,,,,,,,,1263.0,,
2640,263,8,,,,,,,,,,,,,,,,,1263.0,,
2641,263,8,,,,,,,,,,,,,,,,,1263.0,,
2642,263,8,,,,,,,,,,,,,,,,,1263.0,,
2643,263,8,,,,,,,,,,,,,,,,,1263.0,,
2644,263,8,,,,,,,,,,,,,,,,,1263.0,,
2645,263,8,,,,,,,,,,,,,,,,,1263.0,,
2646,263,8,,,,,,,,,,,,,,,,,1264.0,,
2647,263,8,,,,,,,,,,,,,,,,,1263.0,,
2648,264,8,,,,,,,,,,,,,,,,,1263.0,,
2649,264,8,,,,,,,,,,,,,,,,,1263.0,,
2650,264,8,,,,,,,,,,,,,,,,,1263.0,,
2651,265,8,,,,,,,,,,,,,,,,,1261.0,,
2652,265,8,,,,,,,,,,,,,,,,,1261.0,,
2653,265,8,,,,,,,,,,,,,,,,,1261.0,,
2654,265,8,,,,,,,,,,,,,,,,,1261.0,,
2655,266,8,,,,,,,,,,,,,,,,,1260.0,,
2656,263,8,,,,,,,,,,,,,,,,,1264.0,,
2657,263,8,,,,,,,,,,,,,,,,,1264.0,,
2658,263,8,,,,,,,,,,,,,,,,,1264.0,,
2659,263,8,,,,,,,,,,,,,,,,,1264.0,,
2660,263,8,,,,,,,,,,,,,,,,,1265.0,,
2661,263,8,,,,,,,,,,,,,,,,,1265.0,,
2662,263,8,,,,,,,,,,,,,,,,,1265.0,,
2663,263,8,,,,,,,,,,,,,,,,,1265.0,,
2664,263,8,,,,,,,,,,,,,,,,,1266.0,,
2665,263,8,,,,,,,,,,,,,,,,,1266.0,,
2666,263,8,,,,,,,,,,,,,,,,,1266.0,,
2667,263,8,,,,,,,,,,,,,,,,,1266.0,,
2668,263,8,,,,,,,,,,,,,,,,,1266.0,,
2669,263,8,,,,,,,,,,,,,,,,,1266.0,,
2670,264,8,,,,,,,,,,,,,,,,,1266.0,,
2671,264,8,,,,,,,,,,,,,,,,,1266.0,,
2672,259,10,,,,,,,,,,,,,,,,,,1269.0,
2673,259,10,,,,,,,,,,,,,,,,,,1270.0,
2674,259,10,,,,,,,,,,,,,,,,,,1270.0,
2675,259,10,,,,,,,,,,,,,,,,,,1270.0,
2676,259,10,,,,,,,,,,,,,,,,,,1270.0,
2677,259,10,,,,,,,,,,,,,,,,,,1270.0,
2678,259,10,,,,,,,,,,,,,,,,,,1270.0,
2679,259,10,,,,,,,,,,,,,,,,,,1270.0,
2680,261,10,,,,,,,,,,,,,,,,,,1271.0,
2681,261,10,,,,,,,,,,,,,,,,,,1271.0,
2682,261,10,,,,,,,,,,,,,,,,,,1273.0,
2683,261,10,,,,,,,,,,,,,,,,,,1273.0,
2684,261,10,,,,,,,,,,,,,,,,,,1273.0,
2685,261,10,,,,,,,,,,,,,,,,,,1273.0,
2686,261,10,,,,,,,,,,,,,,,,,,1273.0,
2687,261,10,4,,,,,,,,,,,,,,,,,1268.0,
2688,264,10,4,,,,,,,,,,,,,,,,,1264.0,
2689,264,10,4,,,,,,,,,,,,,,,,,1264.0,
2690,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2691,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2692,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2693,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2694,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2695,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2696,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2697,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2698,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2699,264,10,4,,,,,,,,,,,,,,,,,1265.0,
2700,266,12,4,,,,,,,,,,,,,,,,,1267.0,
2701,266,12,4,,,,,,,,,,,,,,,,,1267.0,
2702,266,12,4,,,,,,,,,,,,,,,,,1267.0,
2703,266,12,4,,,,,,,,,,,,,,,,,1267.0,
2704,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2705,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2706,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2707,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2708,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2709,265,12,4,,,,,,,,,,,,,,,,,1270.0,
2710,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2711,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2712,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2713,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2714,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2715,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2716,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2717,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2718,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2719,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2720,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2721,266,12,4,,,,,,,,,,,,,,,,,1269.0,
2722,266,12,4,,,,,,,,,,,,,,,,,1268.0,
2723,266,12,4,,,,,,,,,,,,,,,,,1268.0,
2724,266,12,4,,,,,,,,,,,,,,,,,1268.0,
2725,266,12,4,,,,,,,,,,,,,,,,,1268.0,
2726,266,12,4,,,,,,,,,,,,,,,,,1268.0,
2727,265,12,4,,,,,,,,,,,,,,,,,1271.0,
2728,265,12,4,,,,,,,,,,,,,,,,,1271.0,
2729,265,12,4,,,,,,,,,,,,,,,,,1271.0,
2730,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2731,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2732,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2733,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2734,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2735,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2736,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2737,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2738,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2739,251,12,4,,,,,,,,,,,,,,,,,,1286.0
2740,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2741,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2742,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2743,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2744,251,12,4,,,,,,,,,,,,,,,,,,1285.0
2745,252,12,4,,,,,,,,,,,,,,,,,,1285.0
2746,252,12,4,,,,,,,,,,,,,,,,,,1285.0
2747,252,12,4,,,,,,,,,,,,,,,,,,1285.0
2748,252,12,4,,,,,,,,,,,,,,,,,,1285.0
2749,252,12,4,,,,,,,,,,,,,,,,,,1285.0
2750,251,12,4,,,,,,,,,,,,,,,,,,1288.0
2751,251,12,4,,,,,,,,,,,,,,,,,,1288.0
2752,251,12,4,,,,,,,,,,,,,,,,,,1289.0
2753,265,12,4,,,,,,,,,,,,,,,,,1274.0,
2754,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2755,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2756,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2757,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2758,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2759,265,12,4,,,,,,,,,,,,,,,,,1275.0,
2760,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2761,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2762,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2763,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2764,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2765,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2766,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2767,265,12,4,,,,,,,,,,,,,,,,,1279.0,
2768,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2769,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2770,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2771,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2772,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2773,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2774,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2775,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2776,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2777,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2778,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2779,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2780,265,10,4,,,,,,,,,,,,,,,,,1282.0,
2781,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2782,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2783,265,10,4,,,,,,,,,,,,,,,,,1283.0,
2784,266,10,4,,,,,,,,,,,,,,,,,1283.0,
2785,266,10,4,,,,,,,,,,,,,,,,,1283.0,
2786,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2787,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2788,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2789,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2790,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2791,267,10,4,,,,,,,,,,,,,,,,,1281.0,
2792,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2793,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2794,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2795,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2796,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2797,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2798,268,10,4,,,,,,,,,,,,,,,,,1281.0,
2799,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2800,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2801,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2802,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2803,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2804,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2805,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2806,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2807,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2808,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2809,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2810,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2811,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2812,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2813,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2814,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2815,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2816,268,10,4,,,,,,,,,,,,,,,,,1284.0,
2817,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2818,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2819,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2820,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2821,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2822,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2823,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2824,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2825,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2826,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2827,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2828,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2829,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2830,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2831,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2832,269,10,4,,,,,,,,,,,,,,,,,1282.0,
2833,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2834,269,10,4,,,,,,,,,,,,,,,,,1281.0,
2835,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2836,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2837,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2838,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2839,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2840,270,10,4,,,,,,,,,,,,,,,,,1282.0,
2841,270,10,4,,,,,,,,,,,,,,,,,1282.0,
2842,270,10,4,,,,,,,,,,,,,,,,,1282.0,
2843,270,10,4,,,,,,,,,,,,,,,,,1282.0,
2844,270,10,4,,,,,,,,,,,,,,,,,1282.0,
2845,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2846,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2847,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2848,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2849,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2850,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2851,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2852,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2853,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2854,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2855,270,10,4,,,,,,,,,,,,,,,,,1281.0,
2856,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2857,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2858,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2859,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2860,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2861,271,10,4,,,,,,,,,,,,,,,,,1281.0,
2862,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2863,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2864,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2865,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2866,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2867,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2868,271,10,4,,,,,,,,,,,,,,,,,1280.0,
2869,271,10,4,,,,,,,,,,,,,,,,,1280.0,
