day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2324,248,5,,,,,,,,,,,,,,,,,1375.0,,,
2325,248,5,,,,,,,,,,,,,,,,,1375.0,,,
2326,248,5,,,,,,,,,,,,,,,,,1375.0,,,
2327,248,5,,,,,,,,,,,,,,,,,1375.0,,,
2328,249,5,,,,,,,,,,,,,,,,,1376.0,,,
2329,249,5,,,,,,,,,,,,,,,,,1376.0,,,
2330,249,5,,,,,,,,,,,,,,,,,1376.0,,,
2331,250,5,,,,,,,,,,,,,,,,,1376.0,,,
2332,250,5,,,,,,,,,,,,,,,,,1376.0,,,
2333,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2334,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2335,250,5,,,,,,,,,,,,,,,,,1374.0,,,
2336,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2337,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2338,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2339,250,5,,,,,,,,,,,,,,,,,1375.0,,,
2340,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2341,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2342,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2343,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2344,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2345,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2346,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2347,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2348,251,5,,,,,,,,,,,,,,,,,1377.0,,,
2349,252,5,,,,,,,,,,,,,,,,,1377.0,,,
2350,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2351,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2352,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2353,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2354,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2355,253,5,,,,,,,,,,,,,,,,,1374.0,,,
2356,253,5,,,,,,,,,,,,,,,,,1374.0,,,
2357,253,5,,,,,,,,,,,,,,,,,1374.0,,,
2358,253,5,,,,,,,,,,,,,,,,,1375.0,,,
2359,254,5,,,,,,,,,,,,,,,,,1375.0,,,
2360,254,5,,,,,,,,,,,,,,,,,1375.0,,,
2361,254,5,,,,,,,,,,,,,,,,,1374.0,,,
2362,254,5,,,,,,,,,,,,,,,,,1374.0,,,
2363,254,5,,,,,,,,,,,,,,,,,1374.0,,,
2364,254,5,,,,,,,,,,,,,,,,,1374.0,,,
2365,254,5,,,,,,,,,,,,,,,,,1374.0,,,
2366,255,5,,,,,,,,,,,,,,,,,1374.0,,,
2367,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2368,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2369,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2370,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2371,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2372,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2373,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2374,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2375,255,5,,,,,,,,,,,,,,,,,1381.0,,,
2376,254,5,,,,,,,,,,,,,,,,,1383.0,,,
2377,254,5,,,,,,,,,,,,,,,,,1383.0,,,
2378,254,5,,,,,,,,,,,,,,,,,1383.0,,,
2379,254,5,,,,,,,,,,,,,,,,,1383.0,,,
2380,254,5,,,,,,,,,,,,,,,,,1384.0,,,
2381,254,5,,,,,,,,,,,,,,,,,1384.0,,,
2382,254,5,,,,,,,,,,,,,,,,,1384.0,,,
2383,254,5,,,,,,,,,,,,,,,,,1384.0,,,
2384,255,5,,,,,,,,,,,,,,,,,1384.0,,,
2385,255,5,,,,,,,,,,,,,,,,,1383.0,,,
2386,255,5,,,,,,,,,,,,,,,,,1383.0,,,
2387,255,5,,,,,,,,,,,,,,,,,1384.0,,,
2388,255,5,,,,,,,,,,,,,,,,,1384.0,,,
2389,255,5,,,,,,,,,,,,,,,,,1383.0,,,
2390,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2391,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2392,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2393,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2394,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2395,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2396,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2397,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2398,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2399,255,5,,,,,,,,,,,,,,,,,1386.0,,,
2400,256,5,,,,,,,,,,,,,,,,,1387.0,,,
2401,256,5,,,,,,,,,,,,,,,,,1387.0,,,
2402,256,5,,,,,,,,,,,,,,,,,1387.0,,,
2403,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2404,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2405,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2406,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2407,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2408,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2409,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2410,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2411,257,5,,,,,,,,,,,,,,,,,1387.0,,,
2412,256,5,,,,,,,,,,,,,,,,,1389.0,,,
2413,256,5,,,,,,,,,,,,,,,,,1389.0,,,
2414,256,5,,,,,,,,,,,,,,,,,1389.0,,,
2415,256,5,,,,,,,,,,,,,,,,,1389.0,,,
2416,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2417,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2418,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2419,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2420,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2421,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2422,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2423,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2424,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2425,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2426,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2427,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2428,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2429,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2430,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2431,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2432,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2433,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2434,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2435,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2436,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2437,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2438,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2439,253,5,,,,,,,,,,,,,,,,,1393.0,,,
2440,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2441,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2442,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2443,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2444,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2445,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2446,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2447,254,5,,,,,,,,,,,,,,,,,1392.0,,,
2448,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2449,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2450,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2451,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2452,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2453,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2454,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2455,254,5,,,,,,,,,,,,,,,,,1393.0,,,
2456,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2457,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2458,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2459,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2460,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2461,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2462,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2463,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2464,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2465,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2466,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2467,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2468,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2469,253,7,,,,,,,,,,,,,,,,,1392.0,,,
2470,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2471,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2472,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2473,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2474,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2475,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2476,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2477,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2478,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2479,253,7,,,,,,,,,,,,,,,,,1393.0,,,
2480,255,7,,,,,,,,,,,,,,,,,1397.0,,,
2481,255,7,,,,,,,,,,,,,,,,,1397.0,,,
2482,255,7,,,,,,,,,,,,,,,,,1397.0,,,
2483,255,7,,,,,,,,,,,,,,,,,1396.0,,,
2484,255,7,,,,,,,,,,,,,,,,,1397.0,,,
2485,256,7,,,,,,,,,,,,,,,,,1398.0,,,
2486,256,7,,,,,,,,,,,,,,,,,1398.0,,,
2487,256,7,,,,,,,,,,,,,,,,,1398.0,,,
2488,255,7,,,,,,,,,,,,,,,,,1401.0,,,
2489,255,7,,,,,,,,,,,,,,,,,1401.0,,,
2490,256,7,,,,,,,,,,,,,,,,,1402.0,,,
2491,256,7,,,,,,,,,,,,,,,,,1401.0,,,
2492,256,7,,,,,,,,,,,,,,,,,1401.0,,,
2493,256,7,,,,,,,,,,,,,,,,,1401.0,,,
2494,256,7,,,,,,,,,,,,,,,,,1401.0,,,
2495,256,7,,,,,,,,,,,,,,,,,1401.0,,,
2496,258,7,,,,,,,,,,,,,,,,,1401.0,,,
2497,258,7,,,,,,,,,,,,,,,,,1401.0,,,
2498,258,7,,,,,,,,,,,,,,,,,1401.0,,,
2499,257,7,,,,,,,,,,,,,,,,,1404.0,,,
2500,257,7,,,,,,,,,,,,,,,,,1404.0,,,
2501,257,7,,,,,,,,,,,,,,,,,1404.0,,,
2502,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2503,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2504,259,7,,,,,,,,,,,,,,,,,1403.0,,,
2505,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2506,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2507,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2508,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2509,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2510,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2511,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2512,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2513,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2514,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2515,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2516,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2517,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2518,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2519,258,7,,,,,,,,,,,,,,,,,1404.0,,,
2520,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2521,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2522,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2523,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2524,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2525,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2526,258,7,,,,,,,,,,,,,,,,,1403.0,,,
2527,257,7,,,,,,,,,,,,,,,,,1406.0,,,
2528,257,7,,,,,,,,,,,,,,,,,1406.0,,,
2529,257,7,,,,,,,,,,,,,,,,,1407.0,,,
2530,258,7,,,,,,,,,,,,,,,,,1407.0,,,
2531,258,7,,,,,,,,,,,,,,,,,1407.0,,,
2532,258,7,,,,,,,,,,,,,,,,,1407.0,,,
2533,258,7,,,,,,,,,,,,,,,,,1407.0,,,
2534,257,7,,,,,,,,,,,,,,,,,1409.0,,,
2535,257,7,,,,,,,,,,,,,,,,,1409.0,,,
2536,258,7,,,,,,,,,,,,,,,,,1410.0,,,
2537,258,7,,,,,,,,,,,,,,,,,1409.0,,,
2538,258,7,,,,,,,,,,,,,,,,,1409.0,,,
2539,258,7,,,,,,,,,,,,,,,,,1409.0,,,
2540,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2541,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2542,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2543,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2544,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2545,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2546,257,7,,,,,,,,,,,,,,,,,1413.0,,,
2547,259,7,,,,,,,,,,,,,,,,,1413.0,,,
2548,258,7,,,,,,,,,,,,,,,,,1415.0,,,
2549,258,7,,,,,,,,,,,,,,,,,1415.0,,,
2550,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2551,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2552,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2553,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2554,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2555,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2556,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2557,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2558,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2559,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2560,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2561,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2562,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2563,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2564,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2565,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2566,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2567,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2568,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2569,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2570,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2571,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2572,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2573,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2574,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2575,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2576,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2577,259,7,,,,,,,,,,,,,,,,,1418.0,,,
2578,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2579,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2580,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2581,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2582,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2583,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2584,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2585,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2586,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2587,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2588,259,7,,,,,,,,,,,,,,,,,1417.0,,,
2589,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2590,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2591,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2592,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2593,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2594,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2595,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2596,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2597,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2598,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2599,259,7,,,,,,,,,,,,,,,,,1416.0,,,
2600,260,7,,,,,,,,,,,,,,,,,,1418.0,,
2601,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2602,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2603,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2604,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2605,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2606,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2607,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2608,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2609,259,7,,,,,,,,,,,,,,,,,,1422.0,,
2610,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2611,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2612,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2613,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2614,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2615,259,7,,,,,,,,,,,,,,,,,,,1424.0,
2616,260,7,,,,,,,,,,,,,,,,,,,1424.0,
2617,260,7,,,,,,,,,,,,,,,,,,,1424.0,
2618,260,7,,,,,,,,,,,,,,,,,,,1424.0,
2619,261,7,,,,,,,,,,,,,,,,,,,1424.0,
2620,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2621,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2622,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2623,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2624,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2625,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2626,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2627,260,7,,,,,,,,,,,,,,,,,,,1429.0,
2628,260,7,,,,,,,,,,,,,,,,,,,1431.0,
2629,260,7,,,,,,,,,,,,,,,,,,,1431.0,
2630,260,7,,,,,,,,,,,,,,,,,,,1430.0,
2631,260,7,,,,,,,,,,,,,,,,,,,1430.0,
2632,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2633,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2634,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2635,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2636,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2637,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2638,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2639,259,7,,,,,,,,,,,,,,,,,,,,1432.0
2640,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2641,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2642,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2643,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2644,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2645,260,7,,,,,,,,,,,,,,,,,,,,1432.0
2646,260,7,,,,,,,,,,,,,,,,,,,,1433.0
2647,260,7,,,,,,,,,,,,,,,,,,,,1433.0
2648,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2649,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2650,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2651,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2652,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2653,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2654,261,7,,,,,,,,,,,,,,,,,,,,1433.0
2655,262,7,,,,,,,,,,,,,,,,,,,,1433.0
2656,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2657,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2658,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2659,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2660,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2661,262,7,,,,,,,,,,,,,,,,,,,,1434.0
2662,261,7,,,,,,,,,,,,,,,,,,,,1434.0
2663,261,7,,,,,,,,,,,,,,,,,,,,1434.0
2664,261,7,,,,,,,,,,,,,,,,,,,,1435.0
2665,261,9,,,,,,,,,,,,,,,,,,,,1432.0
2666,261,9,,,,,,,,,,,,,,,,,,,,1432.0
2667,261,9,,,,,,,,,,,,,,,,,,,,1432.0
2668,261,9,,,,,,,,,,,,,,,,,,,,1432.0
2669,261,9,,,,,,,,,,,,,,,,,,,,1432.0
2670,262,9,,,,,,,,,,,,,,,,,,,,1432.0
2671,262,9,,,,,,,,,,,,,,,,,,,,1431.0
2672,259,9,,,,,,,,,,,,,,,,,,,,1435.0
2673,259,9,,,,,,,,,,,,,,,,,,,,1436.0
2674,259,9,,,,,,,,,,,,,,,,,,,,1436.0
2675,259,9,,,,,,,,,,,,,,,,,,,,1436.0
2676,259,9,,,,,,,,,,,,,,,,,,,,1436.0
2677,260,9,,,,,,,,,,,,,,,,,,,,1434.0
2678,260,9,,,,,,,,,,,,,,,,,,,,1434.0
2679,260,9,,,,,,,,,,,,,,,,,,,,1434.0
2680,260,9,,,,,,,,,,,,,,,,,,,,1437.0
2681,260,9,,,,,,,,,,,,,,,,,,,,1437.0
2682,260,9,,,,,,,,,,,,,,,,,,,,1439.0
2683,260,9,,,,,,,,,,,,,,,,,,,,1439.0
2684,260,9,,,,,,,,,,,,,,,,,,,,1439.0
2685,260,9,,,,,,,,,,,,,,,,,,,,1439.0
2686,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2687,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2688,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2689,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2690,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2691,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2692,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2693,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2694,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2695,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2696,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2697,261,7,,,,,,,,,,,,,,,,,,,,1440.0
2698,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2699,261,7,,,,,,,,,,,,,,,,,,,,1439.0
2700,264,7,,,,,,,,,,,,,,,,,,,,1442.0
2701,264,7,,,,,,,,,,,,,,,,,,,,1442.0
2702,264,7,,,,,,,,,,,,,,,,,,,,1442.0
2703,264,7,,,,,,,,,,,,,,,,,,,,1442.0
2704,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2705,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2706,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2707,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2708,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2709,264,7,,,,,,,,,,,,,,,,,,,,1444.0
2710,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2711,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2712,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2713,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2714,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2715,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2716,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2717,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2718,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2719,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2720,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2721,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2722,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2723,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2724,265,7,,,,,,,,,,,,,,,,,,,,1444.0
2725,265,7,,,,,,,,,,,,,,,,,,,,1443.0
2726,265,7,,,,,,,,,,,,,,,,,,,,1443.0
2727,265,7,,,,,,,,,,,,,,,,,,,,1445.0
2728,265,7,,,,,,,,,,,,,,,,,,,,1445.0
2729,265,7,,,,,,,,,,,,,,,,,,,,1445.0
2730,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2731,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2732,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2733,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2734,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2735,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2736,254,5,,,,,,,,,,,,,,,,,,,,1460.0
2737,254,5,,,,,,,,,,,,,,,,,,,,1460.0
2738,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2739,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2740,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2741,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2742,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2743,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2744,254,5,,,,,,,,,,,,,,,,,,,,1459.0
2745,255,5,,,,,,,,,,,,,,,,,,,,1459.0
2746,255,5,,,,,,,,,,,,,,,,,,,,1459.0
2747,255,5,,,,,,,,,,,,,,,,,,,,1459.0
2748,255,5,,,,,,,,,,,,,,,,,,,,1459.0
2749,255,5,,,,,,,,,,,,,,,,,,,,1459.0
2750,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2751,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2752,255,5,,,,,,,,,,,,,,,,,,,,1462.0
2753,255,5,,,,,,,,,,,,,,,,,,,,1462.0
2754,255,5,,,,,,,,,,,,,,,,,,,,1462.0
2755,255,5,,,,,,,,,,,,,,,,,,,,1462.0
2756,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2757,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2758,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2759,255,5,,,,,,,,,,,,,,,,,,,,1461.0
2760,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2761,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2762,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2763,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2764,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2765,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2766,254,7,,,,,,,,,,,,,,,,,,,,1464.0
2767,254,7,,,,,,,,,,,,,,,,,,,,1463.0
2768,253,7,,,,,,,,,,,,,,,,,,,,1466.0
2769,253,7,,,,,,,,,,,,,,,,,,,,1466.0
2770,253,7,,,,,,,,,,,,,,,,,,,,1466.0
2771,253,7,,,,,,,,,,,,,,,,,,,,1466.0
2772,253,7,,,,,,,,,,,,,,,,,,,,1467.0
2773,253,7,,,,,,,,,,,,,,,,,,,,1467.0
